"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Finland","Female",21,2,7,8,6,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",37,2,3,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",40,3,4,5,4,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",21,4,5,5,5,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",65,2,6,7,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",52,3,3,3,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",69,2,2,5,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",35,3,4,5,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",53,3,6,6,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",50,1,4,6,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",64,3,2,4,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",53,2,7,7,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",46,2,7,6,6,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",43,2,4,4,3,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",76,1,5,4,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",52,2,7,8,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",44,4,2,2,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",67,2,6,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",64,2,5,8,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",46,2,3,4,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",74,3,2,3,2,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",47,1,3,4,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",33,3,7,7,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",43,2,4,5,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",67,2,4,5,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",63,2,6,9,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",28,2,0,2,1,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",61,2,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",73,3,4,8,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",63,2,6,7,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",57,4,4,4,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",44,3,3,2,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",26,3,6,8,4,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",27,1,5,6,3,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",75,2,5,6,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",55,2,6,6,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",48,2,6,7,6,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",32,1,6,7,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",71,3,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",87,4,5,10,5,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",65,3,4,4,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",74,1,5,4,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",59,3,0,1,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",74,2,3,5,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",87,2,7,7,7,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",72,2,6,10,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",79,2,5,0,5,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",29,3,7,9,7,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",64,4,5,6,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",89,4,4,10,0,"No","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",53,2,8,9,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",74,1,6,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",65,1,7,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",70,3,5,5,3,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",40,3,7,7,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",65,1,5,4,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",39,2,7,7,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",79,3,3,3,2,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",33,3,5,5,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",22,2,8,10,8,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",84,2,5,5,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",34,2,6,8,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",70,2,5,7,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",48,2,6,8,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",32,3,2,3,4,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",32,2,7,7,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",61,1,8,9,8,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",33,2,5,6,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",47,3,1,3,2,"Not eligible to vote","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",61,2,7,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",71,2,2,3,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",62,1,8,8,8,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",30,2,6,7,6,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",54,3,5,6,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",65,1,3,3,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",60,2,4,7,1,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",61,3,3,3,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",53,2,6,6,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",61,2,4,9,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",28,2,4,7,4,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",60,3,7,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",48,2,5,4,5,"Yes","Yes","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",34,1,5,8,5,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",24,3,1,2,2,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",51,1,7,9,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",42,3,5,6,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",38,2,6,7,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",23,1,6,7,6,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",37,1,0,0,0,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",34,4,5,5,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",40,3,7,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",45,1,7,7,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",57,2,4,6,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",48,3,5,5,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",68,1,8,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",66,2,8,9,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",58,2,0,1,1,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",67,2,7,9,2,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",41,3,6,9,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",62,2,4,6,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",69,2,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",29,3,2,4,1,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",51,2,7,9,8,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",71,2,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",54,3,3,2,1,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",75,4,6,6,7,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",54,2,4,6,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",58,2,7,8,7,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",72,1,5,9,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",66,2,7,9,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",70,2,6,7,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",72,2,5,6,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",38,2,6,7,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",24,1,5,8,8,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",38,3,8,8,8,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",69,2,4,8,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",37,3,7,7,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",46,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",61,3,6,7,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",56,3,2,6,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",16,2,6,8,7,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",38,2,8,9,8,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",78,3,3,3,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",24,2,5,6,6,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",72,2,8,8,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",30,3,3,6,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",79,2,6,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",67,2,6,6,6,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",37,1,5,7,7,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",51,3,5,5,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",34,3,5,6,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",30,3,7,7,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",70,1,3,5,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",31,3,7,7,6,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",77,1,4,7,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",77,3,3,3,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",29,2,3,6,5,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",61,2,7,8,7,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",59,3,7,7,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",76,2,4,2,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",64,3,7,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",38,2,7,8,8,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",19,3,0,6,5,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",35,2,5,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",66,1,0,5,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",77,3,2,2,2,"No","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",49,3,5,6,7,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",33,1,1,5,0,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",61,3,6,7,5,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",40,2,4,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",33,2,7,6,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",32,2,7,9,7,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",53,2,6,7,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",71,2,7,8,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",30,1,6,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",33,2,6,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",17,2,4,5,3,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",19,3,2,6,2,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",50,3,4,6,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",82,2,3,7,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",48,2,7,9,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",83,3,5,6,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",68,3,1,2,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",15,3,7,8,7,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",76,2,8,9,7,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",65,2,8,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",51,3,6,5,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",35,2,5,6,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",20,4,7,8,8,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",46,3,7,8,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",79,2,3,3,2,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",73,2,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",25,3,7,7,7,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",68,2,6,7,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",69,3,5,5,5,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",32,3,5,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",63,3,6,8,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",65,3,6,4,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",51,3,6,5,6,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",65,2,4,8,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",36,3,4,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",18,3,4,8,6,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",75,2,4,7,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",32,3,5,8,8,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",48,2,2,6,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",51,1,6,8,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",64,3,7,10,5,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",21,2,8,10,7,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",27,2,4,6,5,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",73,2,7,7,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",76,1,6,9,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",75,2,5,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",48,2,8,9,7,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",51,2,7,7,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",70,2,6,4,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",40,2,6,8,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",44,2,7,7,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",30,2,6,7,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",73,1,1,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",27,2,4,4,4,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",76,1,8,8,8,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",39,2,6,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",67,2,7,6,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",20,4,6,8,7,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",33,2,7,7,8,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",41,2,7,8,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",66,1,4,7,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",38,3,3,2,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",66,1,8,8,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",41,2,7,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",76,2,5,6,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",38,2,2,2,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",71,2,6,7,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",78,1,7,8,7,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",88,2,6,6,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",48,2,5,7,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",48,3,3,4,4,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",37,2,1,1,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",49,1,7,8,8,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",54,2,9,10,7,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",71,2,5,8,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",28,3,5,6,5,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",31,3,7,8,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",53,4,1,3,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",47,2,2,6,5,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",63,3,0,1,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",64,1,7,9,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",75,2,7,8,6,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",51,2,8,9,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",85,1,7,0,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",38,1,7,7,8,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",58,2,1,3,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",44,2,2,3,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",64,1,4,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",84,3,2,2,2,"No","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",23,2,3,5,4,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",41,2,7,9,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",28,2,6,7,4,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",56,2,3,6,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",60,4,3,4,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",20,2,7,8,7,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",64,3,2,5,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",68,2,7,7,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",66,4,1,3,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",75,3,8,3,7,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",24,2,2,1,4,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",71,2,6,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",59,3,2,3,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",61,3,3,4,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",82,3,8,9,8,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",55,2,8,9,8,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",74,2,5,6,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",67,3,6,6,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",52,2,8,8,8,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",62,3,7,5,8,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",69,2,4,5,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",17,2,6,7,7,"Not eligible to vote","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",57,3,3,4,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",26,2,7,9,7,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",73,2,6,8,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",48,2,7,8,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",65,3,6,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",44,1,7,7,7,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",42,2,7,8,8,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",61,3,4,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",35,3,4,7,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",45,2,5,7,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",86,2,7,9,8,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",31,2,5,5,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",78,1,5,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",60,3,7,8,7,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",73,2,7,9,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",77,1,8,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",80,1,4,5,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",34,2,7,7,8,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",71,2,0,1,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",80,1,0,4,0,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
